Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,получение средств,3514.49,безналичный,Минск,МаксБанк-FKFH-696,01-03-2022,12:39:01,успешно,нет,0.0
юр. лицо,получение средств,2017.25,безналичный,Минск,Приорбанк-HNEF-684,11-02-2014,14:00:47,успешно,нет,0.0
юр. лицо,списание средств,2109.61,безналичный,Минск,Беларусбанк-ROXI-787,29-09-2000,11:36:42,недостаточно средств,нет,0.0
физ. лицо,списание средств,2955.82,наличный,Минск,Беларусбанк-GDZN-562,15-11-2011,11:44:37,недостаточно средств,да,102.43
физ. лицо,получение средств,2552.0,наличный,Минск,Приорбанк-BQGZ-276,10-01-2013,06:37:17,успешно,нет,0.0
физ. лицо,получение средств,883.31,безналичный,Минск,БелАгропромбанк-ECWZ-485,02-06-2009,07:28:08,успешно,нет,0.0
юр. лицо,списание средств,4087.03,безналичный,Минск,БелАгропромбанк-FTFJ-267,16-01-2001,00:42:23,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,541.74,безналичный,Минск,Приорбанк-YISA-298,22-09-2011,10:04:15,неправильный ввод пин-кода,да,26.69
юр. лицо,получение средств,3312.81,безналичный,Минск,Беларусбанк-VVPM-516,19-02-2018,07:35:47,успешно,нет,0.0
юр. лицо,получение средств,3078.01,наличный,Минск,Беларусбанк-ZNOX-623,02-09-2008,23:40:03,успешно,нет,0.0
физ. лицо,получение средств,4696.32,наличный,Минск,МаксБанк-LDHQ-835,14-12-2023,07:52:02,успешно,нет,0.0
физ. лицо,получение средств,2461.89,наличный,Минск,МаксБанк-DIRQ-295,30-10-2013,15:04:36,успешно,нет,0.0
физ. лицо,списание средств,4076.32,наличный,Минск,БелАгропромбанк-DFOW-515,19-07-2003,14:32:59,недостаточно средств,нет,0.0
физ. лицо,списание средств,1435.6,наличный,Минск,Приорбанк-IZCV-677,01-01-2007,17:14:19,успешно,да,128.8
юр. лицо,получение средств,3812.28,безналичный,Минск,Белинвестбанк-BLVO-487,27-06-2017,00:44:56,успешно,нет,0.0
физ. лицо,списание средств,4182.61,безналичный,Минск,МаксБанк-QENU-010,22-01-2022,06:27:52,неправильный ввод пин-кода,да,372.76
юр. лицо,списание средств,1786.74,безналичный,Минск,Приорбанк-QZTW-954,15-07-2003,18:14:36,недостаточно средств,да,111.9
юр. лицо,списание средств,1070.19,безналичный,Минск,Приорбанк-LFZW-135,05-11-2015,13:36:01,недостаточно средств,нет,0.0
юр. лицо,получение средств,4928.19,наличный,Минск,Белинвестбанк-VAPD-057,21-06-2007,22:44:44,успешно,нет,0.0
физ. лицо,получение средств,4253.84,наличный,Минск,БелАгропромбанк-WHWN-319,06-07-2007,19:49:18,успешно,нет,0.0
физ. лицо,получение средств,3788.75,наличный,Минск,МаксБанк-YQWX-962,15-11-2003,19:06:30,успешно,нет,0.0
физ. лицо,списание средств,204.85,безналичный,Минск,БелАгропромбанк-JKHI-411,14-06-2016,08:33:11,недостаточно средств,нет,0.0
физ. лицо,списание средств,3438.56,безналичный,Минск,МаксБанк-YILZ-170,13-03-2007,16:43:07,неправильный ввод пин-кода,да,199.16
юр. лицо,списание средств,3948.72,наличный,Минск,Приорбанк-FLFX-117,12-01-2007,16:50:22,недостаточно средств,да,365.07
юр. лицо,списание средств,4530.54,наличный,Минск,БелАгропромбанк-PYUW-732,03-03-2003,03:01:06,успешно,да,447.88
юр. лицо,получение средств,785.97,наличный,Минск,БелАгропромбанк-OJMP-423,29-10-2005,12:47:39,успешно,нет,0.0
юр. лицо,списание средств,2426.45,наличный,Минск,МаксБанк-LMAM-920,07-03-2014,18:37:23,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,3839.1,безналичный,Минск,Беларусбанк-HJOQ-324,17-01-2011,00:48:57,успешно,нет,0.0
юр. лицо,получение средств,4512.11,безналичный,Минск,Белинвестбанк-BLOT-264,04-03-2022,05:48:48,успешно,нет,0.0
юр. лицо,получение средств,331.61,наличный,Минск,Приорбанк-GUQF-614,14-09-2021,01:18:29,успешно,нет,0.0
юр. лицо,списание средств,2835.98,безналичный,Минск,Приорбанк-QNYH-817,12-09-2009,08:49:46,неправильный ввод пин-кода,да,160.09
юр. лицо,списание средств,3057.92,наличный,Минск,Приорбанк-BBQA-909,19-01-2010,10:24:31,недостаточно средств,да,69.62
физ. лицо,списание средств,3658.13,наличный,Минск,Беларусбанк-ZDIB-509,18-11-2003,11:24:08,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,900.38,наличный,Минск,БелАгропромбанк-SOFO-455,20-01-2008,00:20:53,успешно,нет,0.0
юр. лицо,списание средств,3858.64,безналичный,Минск,МаксБанк-HTNZ-411,28-03-2000,13:40:24,недостаточно средств,нет,0.0
физ. лицо,получение средств,2102.59,наличный,Минск,Беларусбанк-VFNI-106,02-08-2018,10:05:04,успешно,нет,0.0
физ. лицо,списание средств,304.94,безналичный,Минск,БелАгропромбанк-WYEK-021,15-04-2009,08:16:23,недостаточно средств,нет,0.0
юр. лицо,получение средств,3589.56,наличный,Минск,Приорбанк-LJNN-804,23-09-2016,07:19:40,успешно,нет,0.0
юр. лицо,получение средств,4832.55,безналичный,Минск,Белинвестбанк-RMDX-260,18-09-2010,22:44:30,успешно,нет,0.0
физ. лицо,получение средств,1881.78,безналичный,Минск,БелАгропромбанк-OAHX-104,07-11-2002,13:44:06,успешно,нет,0.0
физ. лицо,списание средств,1366.94,наличный,Минск,Беларусбанк-ETQE-915,03-12-2012,16:08:04,недостаточно средств,да,134.77
физ. лицо,получение средств,3678.45,безналичный,Минск,Белинвестбанк-ZHLS-196,13-05-2019,15:33:22,успешно,нет,0.0
юр. лицо,получение средств,2372.69,безналичный,Минск,Беларусбанк-PUJV-071,22-01-2000,10:25:56,успешно,нет,0.0
юр. лицо,списание средств,1535.68,безналичный,Минск,Белинвестбанк-DBVY-222,29-07-2008,14:32:56,успешно,нет,0.0
юр. лицо,списание средств,4283.88,безналичный,Минск,Приорбанк-LPYI-896,27-11-2016,06:44:08,успешно,да,298.58
физ. лицо,получение средств,2552.0,наличный,Минск,Приорбанк-BQGZ-276,10-01-2013,06:37:17,успешно,нет,0.0
юр. лицо,получение средств,1377.7,наличный,Минск,Приорбанк-LLDH-307,24-10-2002,05:24:22,успешно,нет,0.0
